post_id,content_type,video_duration_sec,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,view_count,play_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3633828689448902984_3923197574,reel,12.8,125,Friday,14,16,5,2025,31605,0,False,False,[],9,0,0,1062,0.0002847560589761438,DS3,none,afternoon,False
3431426099005826953_49558298,reel,32.4,75,Saturday,8,10,8,2024,90599,5,True,False,"['olympics', 'paris2024', 'breakdance', 'raygun', 'kathandkim']",264697,8929,4412982,11012602,3.0201545253863133,DS3,niche_only,morning,True
3474360455180672743_14145915,reel,46.32,126,Tuesday,14,8,10,2024,1450931,2,True,False,"['aussieshore', 'aussieshore']",1458,11,49993,155408,0.0010124526855841624,DS3,niche_only,afternoon,False
3795231272411633565_1771631851,reel,18.923,395,Thursday,7,25,12,2025,165236,4,False,False,"['merrychristmas', 'lamborghini', 'temerario', 'youcanthidewhoyouare']",543,5,2406,9151,0.003316448495191755,DS3,niche_only,morning,False
3528324030078451135,reel,28.733,551,Sunday,0,22,12,2024,80091,9,False,False,"['glowwithomg', 'omgcoverlastcushion', 'flawlessskinvibes', 'nooxidizenodrama', 'cushionflawless', 'nooxidizenodrama', 'flawlessskinvibes', 'makeupgoals', 'beautyessentials']",215,0,2668,7452,0.0026844129251360933,DS3,niche_only,night,True
3578776561392554874,reel,15.9,2,Saturday,15,1,3,2025,80091,0,False,False,[],4278,27,58593,287252,0.05375068671028317,DS3,none,afternoon,True
3480699338282921880_2542550472,reel,24.791,205,Thursday,7,17,10,2024,20628,6,False,False,"['panarybody', 'panarybodyofficial', 'panarybodysneakers', 'panarybodyofficialshop', 'sepatupria', 'sepatumurah']",6,0,285,1370,0.0002908526831160017,DS3,niche_only,morning,False
3583852893721474985,reel,16.233,0,Saturday,22,8,3,2025,80091,0,False,False,[],24,0,298,781,0.0002996553962942616,DS3,none,evening,True
3517121279980553092,reel,21.666,182,Friday,13,6,12,2024,80091,2,False,False,"['kajang', 'darullobang']",457,9,9508,21800,0.005818308944713579,DS3,niche_only,afternoon,False
3590863703144857624,reel,7.206,46,Tuesday,7,18,3,2025,80091,0,True,False,[],9906,38,250389,1189260,0.12415721919792239,DS3,none,morning,False
3554705654694458505_2093917585,reel,9.8,217,Monday,10,27,1,2025,1439632,7,True,False,"['dazedfashiontv', 'alexconsani', 'schiaparelli', 'dazedfashiontv', 'couture', 'pfw', 'reels']",3893,11,36892,128445,0.002711802244044142,DS3,mixed,morning,False
3498481105148067776,reel,26.474,1018,Sunday,20,10,11,2024,80091,6,False,False,"['visitflorida', 'lovefl', 'sailcocoabeach', 'thingstodoinflorida', 'cocoabeachfl', 'sunshineandkeylimeblog']",,8,1857,5580,,DS3,niche_only,evening,True
3486741809901946531,reel,17.083,825,Friday,16,25,10,2024,80091,5,True,False,"['coachsportif', 'liege', 'musculation', 'muscu', 'frenchfitness']",53,5,677,3267,0.0007241672077111322,DS3,niche_only,afternoon,False
2607456331159076200,reel,20.066,9,Wednesday,11,30,6,2021,80091,0,True,False,[],160828,1291,1710209,11393,2.024159716326225,DS3,none,morning,False
3737860641952696182,reel,48.333,502,Tuesday,3,7,10,2025,80091,5,False,False,"['langkahemas', 'cicilemaspegadaian', 'langkahemas', 'tapxpegadaian', 'investasiemas”']",37,8,2641,12982,0.0005618538680517405,DS3,niche_only,night,False
3611236936255363899_2484011421,reel,39.1,26,Tuesday,10,15,4,2025,5220741,0,False,False,[],13667,192,163340,619142,0.0026546035027204943,DS3,none,morning,False
3600028521657941644,reel,12.1,9,Sunday,23,30,3,2025,80091,0,False,False,[],50,2,393,1689,0.0006492533586375668,DS3,none,evening,True
3625090321845569333_1535853713,reel,36.2,58,Sunday,13,4,5,2025,106942,1,True,False,"['tswar', 'ทีมทีเอสวอร์']",327,1,0,15858,0.003067054412163489,DS3,niche_only,afternoon,True
3623582820459719283_2915648998,reel,24.024,570,Friday,11,2,5,2025,10486,6,True,False,"['jeepaustria', 'itsajeepthing', 'jeeplove', 'adventure', 'freedom', 'neverstopexploring']",63,1,637,2652,0.0061027939353485265,DS3,niche_only,morning,False
3623239211054183239_1420062743,reel,33.066,124,Thursday,23,1,5,2025,9746,6,False,False,"['training', 'fitness', 'bucaramanga', 'boxbucaramanga', 'crosstraining', 'crossfitbucaramanga']",46,4,383,1818,0.005129783523135324,DS3,niche_only,evening,False
3479163201781303843,reel,65.566,191,Tuesday,5,15,10,2024,80091,0,True,False,"['韓國', '購物', '首爾', '首爾自由行', '韓國女裝', '韓國選品', '選品店', '首爾旅遊', '首爾旅行', '必備', '攻略', '分享', '推薦', '女性', '韓國男裝', '韓國穿搭', '韓國時裝', '雲朵包', '代購', '韓版', '流行', '弘大', '行程', '收藏', '小資女', '口袋名單', '韓妞', '優惠']",21568,29,717550,1120385,0.26965239974029864,DS3,niche_only,night,False
3627339161987920930,reel,11.566,1,Wednesday,15,7,5,2025,80091,0,False,False,[],4885,28,249,216140,0.0613419567497378,DS3,none,afternoon,False
3514908319247248698_1728161167,reel,230.2,289,Tuesday,12,3,12,2024,20810,5,False,False,"['asia', 'filippine', 'boracay', 'travel', 'food']",6,0,81,348,0.00028830906732016723,DS3,niche_only,afternoon,False
3424126119889438381_278617868,reel,35.468,93,Wednesday,6,31,7,2024,914831,4,True,False,"['takpernahsetia', 'repvblikband', 'ruriwantogia', 'rurirepvblik']",6446,51,0,272181,0.007101850394389353,DS3,niche_only,morning,False
3520492878282033008_6075424222,reel,30.166,16,Wednesday,5,11,12,2024,282177,0,False,False,[],7840,74,24878,149465,0.028046126912799722,DS3,none,night,False
3537339440203437759_21440877236,reel,24.7,401,Friday,11,3,1,2025,2014,35,False,False,"['trendingreels', 'explorepage', 'explore', 'reels', 'reelsinstagram', 'reelitfeelit', 'reelsvideo', 'viral', 'trending', 'instagood', 'reelsindia', 'reelkarofeelkaro', 'meme', 'memes', 'memepage', 'kbc', 'trending', 'trendingreels', 'explorepage', 'comedy', 'funny', 'funnymemes', 'funnymeme', 'funnyvideos', 'viralvideos', 'memerewind', 'memes', 'viral', 'trending', 'compilation', '2024', '2025', 'happynewyear', 'funny', 'comedy']",137,2,1194,1972,0.06898263027295286,DS3,mixed,morning,False
3483552685349728107_181436401,reel,13.0,136,Monday,6,21,10,2024,36202392,4,True,False,"['nehasharma', 'instantbollywood', 'nr', 'pa']",84650,248,0,2453640,0.0023450935964371197,DS3,niche_only,morning,False
3617937359483899269,reel,21.8,47,Thursday,16,24,4,2025,80091,2,True,False,"['thelanders', 'latestpunjabisongs']",2853,38,17138,109622,0.03609598961194626,DS3,niche_only,afternoon,False
3795506652880075416_1257398165,reel,54.101,48,Thursday,16,25,12,2025,209531,0,True,False,[],1430,23,5766,21413,0.006934501651299086,DS3,none,afternoon,False
3600380048892267876,reel,9.68,191,Monday,10,31,3,2025,80091,0,True,False,[],84990,840,450998,1414373,1.0716426109973531,DS3,none,morning,False
3566813656239122620_3970420283,reel,55.8,340,Thursday,3,13,2,2025,25902,29,False,False,"['radheradhe', 'krishna', 'thakorji', 'radhekrishna', 'vrundavan', 'gokul', 'nathdwara', 'ladugopal', 'thakorjidarshan', 'iskcon', 'lalji', 'pushtiseva', 'shrinathji', 'barsana', 'radheshyam', 'mangaladarshan', 'mathura', 'krishnalove', 'jayshreekrishna', 'damodar', 'radha', 'krishnashringar', 'vaishnav', 'yamunaji', 'mahaprabhuji', 'bhaktipath', 'indreshupadhyay', 'indresh', 'premanandmaharaj']",1598,164,0,23079,0.06802300891788596,DS3,niche_only,night,False
3429414652465714662,reel,11.2,40,Wednesday,13,7,8,2024,80091,1,True,False,['reelsinstagram'],96,0,1334,2639,0.0011986215851770463,DS3,niche_only,afternoon,False
3612861478641825107,reel,181.3,436,Thursday,16,17,4,2025,80091,29,False,False,"['carworship', 'clementafreh', 'hisvessel', 'clementafrehtheblogger', 'churchontheinternet', 'l4l', 'naija', 'onuashowtime', 'viralpage', 'fypage', 'ootd', 'explorepage', 'fypシ', 'viralposts', 'fyp', 'trending', 'holyspirit', 'explorer', 'reels', 'explorerreels', 'l4l', 'follow', 'explore', 'potd', 'holyghost', 'votd', 'unitedshowbiz', 'tundeednut', 'famebugs']",27,3,318,748,0.000374569245367827,DS3,mixed,afternoon,False
3443867319003565788,reel,28.633,0,Tuesday,12,27,8,2024,80091,0,False,False,[],250,0,650,2505,0.003121410378065225,DS3,none,afternoon,False
3069213394214908035,reel,31.033,8,Wednesday,14,29,3,2023,80091,0,False,False,[],,0,83,3670,,DS3,none,afternoon,False
3594431336275643619,reel,31.033,195,Sunday,6,23,3,2025,80091,10,False,False,"['sarahhickeyart', 'artist', 'painter', 'paintersofinstagram', 'artistsoninstagram', 'new', 'painting', 'sarahhickey', 'contemporaryart', 'artstudio']",,7,415,1356,,DS3,niche_only,morning,True
3623734718143794518,reel,30.0,197,Friday,16,2,5,2025,80091,0,False,False,[],71,1,1990,19250,0.0008989661888827848,DS3,none,afternoon,False
3602900286458802010,reel,8.466,390,Thursday,22,3,4,2025,80091,24,True,False,"['goodfuriends', 'greenbraedogdaycare', 'marindogdaycare', 'gratefuldogmarin', 'doggyboardingmarin', 'thegratefuldogtraining', 'gratefuldogmarin', 'dogsofinstagram', 'dogdaycare', 'dogboarding', 'pacificsunweekly', 'marinmagazine', 'thearknewspaper', 'visitmarin', 'bayarea', 'dogsofmarin', 'marindogs', 'marin_ij', 'marinij', 'kpixtv', 'abc7newsbayarea', 'kron4tv', 'ktvu', 'nbcbayarea']",14,4,140,521,0.0002247415472206962,DS3,niche_only,evening,False
3552654702090576542,reel,14.166,105,Friday,14,24,1,2025,80091,4,False,False,"['insta360', 'insta360x4', 'plane', 'sendit']",2143,94,82721,181734,0.027930380062927633,DS3,niche_only,afternoon,False
3482205808870361183_2230767873,reel,50.666,165,Saturday,9,19,10,2024,72707,6,False,False,"['realme', 'realmetw', 'realme13pro系列', 'realme13pro+', 'realme13pro', 'realme首款ai影像旗艦', '以為是相機結果是手機']",3376,78,17437,64300,0.04750508884854487,DS3,niche_only,morning,True
3604155504167874869,reel,118.2,614,Saturday,16,5,4,2025,80091,4,False,False,"['calidaddevida', 'despertardelaconciencia', 'cuidarse', 'dios']",19,0,208,661,0.0002372271887329571,DS3,niche_only,afternoon,True
3626069044790672213,reel,99.433,320,Monday,21,5,5,2025,80091,13,False,False,"['pescadetarrafa', 'pescadetainha', 'pescaartesanal', 'mulletfishing', 'mugillisa', 'pescadepraia', 'pescariasbrasil', 'safradatainha', 'casassobrerodasnasviagens', 'motorhomenasviagens', 'nasviagens', 'casassobrerodas', 'imbé']",78,3,482,2572,0.001011336962493133,DS3,niche_only,evening,False
3614032128603872461,reel,16.3,196,Saturday,7,19,4,2025,80091,0,True,False,[],105,2,4989,17859,0.0013359636418119162,DS3,none,morning,True
3602611536289788661,reel,19.433,40,Thursday,12,3,4,2025,80091,0,False,False,[],19,0,433,2163,0.0002372271887329571,DS3,none,afternoon,False
3633070797631827801_46083786225,reel,15.7,6,Thursday,13,15,5,2025,33302,0,False,False,[],25,0,0,442,0.000750683121640693,DS3,none,afternoon,False
3772191731178300108_8399205264,reel,18.089,146,Sunday,12,23,11,2025,80713,7,True,False,"['fanbolte', 'gullygang', 'divine', 'walkingonwater', 'reels', 'viral', 'dhh']",1201,9,0,21446,0.014991203508684986,DS3,mixed,afternoon,True
3603260741038280820_6996803610,reel,31.821,407,Friday,10,4,4,2025,41211,5,True,False,"['kanaviçe', 'etamin', 'havlu', 'kampanya', 'işbirliği']",10,0,375,1523,0.00024264777249344852,DS3,niche_only,morning,False
3597679024270961656_9680177292,reel,10.033,885,Thursday,17,27,3,2025,251759,0,False,False,['جوجه_کباب_زعفرانی'],1038,148,40483,114298,0.0047108357165554495,DS3,niche_only,afternoon,False
3624341749091411773_1467835297,reel,34.0,661,Saturday,12,3,5,2025,80696,0,True,False,[],1246,69,13766,66428,0.016295525236378058,DS3,none,afternoon,True
3588135725111329417_42493996649,reel,29.033,723,Friday,13,14,3,2025,25183,25,False,False,"['reelsviral', 'reelkarofeelkaro', 'reelitfeelit', 'explorepage', 'exploremore', 'trendingreels', 'viralvideos', 'reeltrending', 'viralreels', 'reelsinstagram', 'trendingnow', 'clothing', 'fashion', 'clothingbrand', 'style', 'clothes', 'streetwear', 'apparel', 'tshirt', 'onlineshopping', 'ootd', 'brand', 'shopping', 'fashionstyle', 'tshirts']",3903,60,99889,236398,0.15736181702668361,DS3,mixed,afternoon,False
3460891299887539401,reel,26.433,48,Friday,0,20,9,2024,80091,0,False,False,[],45,0,477,2913,0.0005618538680517405,DS3,none,night,False
3416088267987604274_208395645,reel,1.0,20,Saturday,4,20,7,2024,84680,0,True,False,[],14861,18,0,854553,0.1757064748881095,DS3,none,night,True
3521668703926396714_436040583,reel,101.133,149,Thursday,20,12,12,2024,67789,3,False,False,"['laney', 'laneyamps', 'cubsuper']",367,5,2118,6969,0.0054875350346658795,DS3,niche_only,evening,False
3600349681391306610_244189118,reel,90.066,139,Monday,10,31,3,2025,907452,0,True,False,[],38140,230,0,669244,0.04228318160830368,DS3,none,morning,False
3435960744117212394,reel,30.866,125,Friday,14,16,8,2024,80091,5,False,False,"['surat', 'suratcity', 'godadra', 'dindoli', 'tirangarally🇮🇳']",1597,20,9570,25351,0.020189282325325877,DS3,niche_only,afternoon,False
3580523974591442696_4010175301,reel,12.866,96,Tuesday,1,4,3,2025,6829,0,False,False,['코칭후기'],53,0,2525,9550,0.007759882869692533,DS3,niche_only,night,False
3630924830179954712,reel,13.033,108,Monday,14,12,5,2025,80091,9,False,False,"['fashion', 'fashionblogger', 'model', 'modeling', 'fashionstyle', 'shoot', 'bts', 'behindthescenes🎬', 'results']",,70,93,1887,,DS3,niche_only,afternoon,False
3021554928406551533,reel,11.2,69,Sunday,20,22,1,2023,80091,1,True,False,['ufc283'],225284,1875,2096782,3259759,2.836225840283674,DS3,niche_only,evening,True
3609708043062974513,reel,12.666,699,Sunday,7,13,4,2025,80091,0,False,False,[],,9,2514,10917,,DS3,none,morning,True
3642722592336872241_223912651,reel,29.233,74,Wednesday,21,28,5,2025,19200,0,True,False,[],505,7,0,12210,0.026665277850111975,DS3,none,evening,False
3574590799367110387,reel,10.033,47,Sunday,21,23,2,2025,80091,0,True,False,[],30,0,549,2305,0.000374569245367827,DS3,none,evening,True
3544611611577318196_56831426120,reel,41.233,802,Monday,12,13,1,2025,15484,26,False,False,"['reelsinstagram', 'reelsindia', 'viralreels', 'trendingreels', 'foodblogger', 'foodlovers', 'foodmafia', 'foodinsta', 'gamechanger', 'gamechangermoviereview', 'gamechangermoviereview', 'chocolatelovers', 'cheesecakes', 'lotusbiscoffcheesecake', 'nutellatresleches', 'darkchocolatestrawberry', 'moussecups', 'darkchocolate', 'tasty', 'yummy', 'super', 'nellorecity', 'nelloreupdates', 'nellorefood', 'nelloredistrict', 'sakethfoodietravel']",10764,22,0,336137,0.6965450435905716,DS3,niche_only,afternoon,False
3795965457510205961_1614808676,reel,50.48,329,Friday,7,26,12,2025,10899,4,False,False,"['cakefakebirthdayforreal', 'beinghumanclothing', 'celebrationforreal', 'justbeinghuman']",3,4,1089,3092,0.0006422018348623853,DS3,niche_only,morning,False
3587155489349735706,reel,34.96,6,Thursday,5,13,3,2025,80091,0,True,False,[],2357,19,22392,102722,0.0296658842331319,DS3,none,night,False
3432787527636114294,reel,21.669,26,Monday,5,12,8,2024,80091,0,False,False,[],13908,291,481995,929901,0.17728362383259252,DS3,none,night,False
3587363445422886400_909030228,reel,39.866,798,Thursday,12,13,3,2025,30557,25,False,False,"['autobuzzdragseries2025', 'toyota', 'grcorolla', 'toyotagr', 'gazooracing', 'honda', 'civictyper', 'typer', 'fl5', 'volkswagen', 'golfgti', 'vw', 'vwgolfgti', 'dragrace', 'dragseries', 'petronas', 'primax97', 'petronasprimax97', 'sic', 'sepangcircuit', 'autobuzzmy', 'shootout', 'cars', 'malaysia', 'autobuzz']",519,1,4072,56422,0.017016820472544016,DS3,niche_only,afternoon,False
3276077737734598370,reel,85.3,207,Tuesday,0,9,1,2024,80091,13,True,False,"['korea', 'koreafood', 'koreanfood', 'travelkorea', 'crab', 'rawcrab', 'gangnam', 'koreatravel', 'seoul', 'seoulkorea', 'seoulfood', 'seoulfoodie', 'mukbang']",16358,112,366223,712145,0.20563851570693703,DS3,niche_only,night,False
3625675625406241396,reel,150.3,14,Monday,8,5,5,2025,80091,0,False,False,[],38,0,84,670,0.0004744543774659142,DS3,none,morning,False
3594551318570508619,reel,80.766,738,Sunday,10,23,3,2025,80091,9,False,False,"['ikotsamaynilakasamasimayorhoneylacuna', 'kalingangisanginamayorhoneylacuna', 'honeykosiyul', 'naglilingkodanumangpanahon', 'lingkodbayan', 'magnificentmanila', 'asensomanileño', '13juanpinoypartylist', 'happykamikayhoneyul']",4,1,20,109,6.24282075613045e-05,DS3,niche_only,morning,True
3503985481202869933,reel,96.463,90,Monday,11,18,11,2024,80091,3,True,False,"['familybychoice', 'hwanginyoup', 'jungchaeyeon']",1002,12,3798,12602,0.012660440493432552,DS3,niche_only,morning,False
3455127742809251750_847218726,reel,90.84,482,Thursday,1,12,9,2024,19099,7,True,False,"['kitateammas', 'allianzmalaysia', 'paralympics', 'paris2024', 'readyparisgo', 'allianz', 'worldwidinsurancepartner']",256,6,2678,12741,0.013717277486910994,DS3,niche_only,night,False
3557642477567786764_364273121,reel,60.637,292,Friday,11,31,1,2025,127996,16,True,False,"['gdny', 'friday', 'news', 'breakingnews', 'planecrash', 'nycmayor', 'kindapregnant', 'food', 'nycity', 'comedy', 'joinus', 'nyc', 'morning', 'morningmotivation', 'morningshow', 'themorningshow']",336,25,4513,22697,0.002820378602623499,DS3,niche_only,morning,False
3545058186489310788_2274326416,reel,59.559,24,Tuesday,3,14,1,2025,264230,0,True,False,[],6783,122,128893,260045,0.026132437147798705,DS3,none,night,False
3604921543983742412,reel,53.5,778,Sunday,17,6,4,2025,80091,18,False,False,"['repost', 'nostalgiaraya', 'harirayaaidilfitri', 'kampungstyle', 'miniatureworld', 'rayavibes', 'rayatradisi', 'rayamood', 'rayakampung', 'lemangraya', 'raya2025', 'rayathrowback', 'rayacreative', 'rusticraya', 'vintageraya', 'malaysiaraya', 'repostios', 'repostw10']",48,1,583,3481,0.0006117964341007841,DS3,niche_only,afternoon,True
3451680817567387715_26337170716,reel,14.6,94,Saturday,7,7,9,2024,358390,9,False,False,"['gujjus', 'viral', 'viralreels', 'reels', 'trendingreels', 'trending', 'trend', 'explore', 'explorepage']",2281,29,9249,21651,0.006445474356219883,DS3,mixed,morning,True
3422861192287074930,reel,89.933,284,Monday,12,29,7,2024,80091,1,True,False,"['รีวิวจนผัวด่า', 'ผัวสั่งเมียตํา', 'ผัวสั่งเมียคำพระราม5', 'localserviceชิงมง', 'อร่อยบอกต่อ', 'ปักหมุดร้านอร่อย', 'หรรษาพาซิ่ง', 'หรรษาโบว์ยักษ์', 'สวนอาหาร', 'วิวหลักล้าน']",184,3,3232,17055,0.0023348149627927884,DS3,niche_only,afternoon,False
3603463590162630172_6367784,reel,55.033,1000,Friday,17,4,4,2025,870677,0,True,False,[],5022,52,0,655699,0.005827642366064148,DS3,none,afternoon,False
3766263945461066808_42418540938,reel,14.28,312,Saturday,8,15,11,2025,79183,8,True,False,"['christmasmugs', 'santa', 'christmasmagic', 'christmascollection', 'cozymugs', 'hotcocoa☕️', 'christmaslatte', 'wintryweather']",6,0,265,1216,7.577288341079006e-05,DS3,niche_only,morning,True
3623354342401603926_2139343453,reel,94.3,118,Friday,3,2,5,2025,132403,0,True,False,[],756,132,15237,36204,0.0067067460197577115,DS3,none,night,False
3626040707150165118_26991651,reel,66.466,531,Monday,20,5,5,2025,4900,7,False,False,"['drajordaniaaraujo', 'clinicacaicó', 'clininalim', 'escutapsiquiátrica', 'autocuidado', 'caicorn', 'seridorn']",89,6,542,4791,0.01938379922464803,DS3,niche_only,evening,False
3608919239035673696_2235748553,reel,8.766,709,Saturday,5,12,4,2025,19031,7,False,False,"['indianwear', 'socialecouturebyjessica', 'festivefashion', 'ethnicelegance', 'viralreel', 'trendingaudio', 'explorepage']",31,9,0,3331,0.002101723413198823,DS3,mixed,night,True
3623744165285108077_1792386147,reel,27.233,332,Friday,16,2,5,2025,277028,6,True,False,"['diadelamamá', 'ideasderegalos', 'vajilla', 'ecommerce', 'tiendaonline', 'enviosamexico']",52,0,0,11763,0.00018770598024033585,DS3,niche_only,afternoon,False
3628161966565218698,reel,39.066,65,Thursday,18,8,5,2025,80091,0,False,False,[],47,2,31,985,0.0006117964341007841,DS3,none,evening,False
3620842585466050524,reel,1352.923,0,Monday,16,28,4,2025,80091,0,True,False,[],2323,32,12532,42621,0.02940368576137442,DS3,none,afternoon,False
3513327927285206453_1103356982,reel,4.233,351,Sunday,8,1,12,2024,47351,5,True,False,"['stylingtips', 'bouncyblowdry', 'layeredhaircut', 'bouncyhair', 'hairvideo']",87,16,3869,11387,0.0021751985132623755,DS3,niche_only,morning,True
3571198895344329849_6280530122,reel,43.12,115,Wednesday,4,19,2,2025,53989,3,False,False,"['repcosc', 'repcogarage', 'repcogetsyougoin’']",400,0,1911,11223,0.007408779403593258,DS3,niche_only,night,False
3581808078250449889,reel,16.266,112,Wednesday,20,5,3,2025,80091,1,False,False,['song'],409,5,4055,15206,0.005169055586076013,DS3,niche_only,evening,False
3504526105070408655,reel,88.7,837,Tuesday,4,19,11,2024,80091,5,False,False,"['expedisi', 'expedisimurah', 'expedisijakarta', 'expedisisurabaya', 'jktinfo']",383,32,16909,71967,0.005181541227588273,DS3,niche_only,night,False
3630912878655145491,reel,10.966,452,Monday,14,12,5,2025,80091,11,True,False,"['shirt', 'importshirt', 'instagram', 'instagrambussiness', 'style', 'clothing', 'outfitinspiration', 'fashion', 'white', 'shirt', 'linenshirt']",678,0,284,35612,0.00846526494531289,DS3,mixed,afternoon,False
3513909097656008380_40526552,reel,11.8,510,Monday,3,2,12,2024,17417,6,False,False,"['joiceanantaacademy', 'joiceananta', 'nochoiceonlyjoice', 'muasurabaya', 'muabali', 'muajakarta']",37,0,855,2956,0.002124239292685727,DS3,niche_only,night,False
3611269803039668940_307611564,reel,23.6,24,Tuesday,11,15,4,2025,4526,0,False,False,[],68,1,0,1267,0.015241882041086813,DS3,none,morning,False
3617571434396592473_1234692356,reel,49.4,142,Thursday,4,24,4,2025,3699,3,False,False,"['alamiifood', 'momlife', 'kolparty']",166,15,248,1442,0.04891891891891892,DS3,niche_only,night,False
3635917736385401226,reel,88.266,1008,Monday,11,19,5,2025,80091,17,False,False,"['nusarabkk', 'thaicuisine', 'bangkokfoodies', 'finebangkok', 'michelinrestaurant', 'thairestaurant', 'bangkokdining', 'foodlovers', 'thailandfood', 'bangkokrestaurant', 'bangkoklifestyle', 'finedining', 'อร่อยไปกิน', 'รีวิวของกิน', 'อร่อยบอกต่อ', 'รีวิวอาหาร', 'ของอร่อยบอกต่อ', 'yummy', 'foodstagram', 'foodies', 'foodreview', 'foodreels']",299,5,630,14129,0.0037956350197273134,DS3,niche_only,morning,False
3477013095074413801,reel,25.8,437,Saturday,5,12,10,2024,80091,8,False,False,"['muyassarohzuhri', 'muyassaroh', 'kartunmuslimah', 'bukuselfimprovement', 'bukumotivasi', 'islami', 'bukuquanta', 'gramediabooks']",,1,1721,6219,,DS3,niche_only,night,True
3621663478580233269,reel,19.766,93,Tuesday,19,29,4,2025,80091,6,False,False,"['carros', 'instacars', 'formula1', 'f1', 'automobilismo', 'corrida']",534,2,4748,11956,0.006692303850571842,DS3,niche_only,evening,False
3779326707229780778_4416301136,reel,44.952,510,Wednesday,8,3,12,2025,36541,1,True,False,['pr'],223,0,12094,29511,0.006102566909309835,DS3,niche_only,morning,False
3507773260685849242,reel,92.25,125,Saturday,16,23,11,2024,80091,6,False,False,"['jakwani', 'persebayasampekkiamat', 'bonekrocknroll', 'utarakeras', 'bonek', 'jakmania']",5176,34,33479,59260,0.06505019227887929,DS3,niche_only,afternoon,True
3603264262978920657,reel,8.8,46,Friday,10,4,4,2025,80091,0,False,False,[],44,2,488,968,0.0005743395095640014,DS3,none,morning,False
3565327196279525475,reel,42.5,809,Tuesday,2,11,2,2025,80091,15,False,False,"['supremoclean', 'granateespumaactiva', 'detailingpro', 'limpiezaautomotriz', 'autodetailing', 'cardetailing', 'limpiezaprofunda', 'detailingworld', 'cuidadodelauto', 'shinycars', 'detailingaddicts', 'carwashlife', 'llantasimpecables', 'foamwash', 'wheelcleaning']",72,0,1912,5717,0.0008989661888827848,DS3,niche_only,night,False
2870344159767468864_45925318307,reel,58.533,360,Tuesday,4,28,6,2022,17192,20,False,False,"['😇', 'reelsinsta', 'reelsinstagram', 'instagram', 'inspiringquotes', 'motivationmonday', 'motivation', 'othergender', 'u', 'political', 'internet', 'onlinemarketing', 'marketingdigital', 'jewellery', 'property', 'learning', 'likeforlikes', 'reelsinsta', 'reelsvideo', 'reels', 'informationtechnology']",187,0,1624,3609,0.010876519513755598,DS3,mixed,night,False
3611449638343766908,reel,9.5,70,Tuesday,17,15,4,2025,80091,0,False,False,"['блогкондитера', 'відпусткамрії']",122,4,1340,4013,0.0015731908305448735,DS3,niche_only,afternoon,False
3630596679087070377_4469827019,reel,18.033,250,Monday,3,12,5,2025,24330,0,False,False,"['بندر', 'بندرعباس_میناب_جاسک_سیریک_خمیر_بستک_قشم_رودان_کنگ_هرمز_طاهرویی_کلاهی_کرگان_زوهکی_تیاب_خونسرخ_جناح_کیش_لنگه', 'محسنلرستانی', 'اکسپلور', 'ایران', 'کرمان', 'ریلز', 'هرمزگانی_بندرعباس_سورو_گچين_خمير_كنگ', 'هرمزگان_جنوب_بوشهر_بندر_بندرلنگه_بندرعباس_لامرد\u2069']",1230,12,890,25968,0.05104599071143808,DS3,niche_only,night,False
3496147358565974465_1768887704,reel,15.0,281,Thursday,15,7,11,2024,66334,2,True,False,"['urangtasikdimamanakamamana', 'tasikpride']",635,27,21122,50706,0.009979648752543906,DS3,niche_only,afternoon,False
3510589570741627984_6740285752,reel,275.04,137,Wednesday,13,27,11,2024,64674,2,False,False,"['จ๊อกจ๊อกนางงาม', 'missuniverse2024', 'missuniversethailand2024']",180,0,0,8963,0.0027831465017394666,DS3,niche_only,afternoon,False
3624449410147166555_232161117,reel,61.194,99,Saturday,16,3,5,2025,1263251,5,True,False,"['bmxlife', '60secondsofawesome', 'peopleareawesome', 'biketricks', 'freestyle']",1512,3,57270,122038,0.0011992856532188352,DS3,niche_only,afternoon,True
3492455733244068986_6725759369,reel,42.366,586,Saturday,13,2,11,2024,300916,13,True,False,"['tajfortaguada', 'goagetaway', 'luxurystay', 'panoramicviews', 'familyvacation', 'goadiaries', 'travelinstyle', 'beachsideluxury', 'tajhotels', 'travelreel', 'northgoavibes', 'suitelife', 'goastaycation']",3,48,146091,729119,0.00016948195017230664,DS3,niche_only,afternoon,True
3504567081708960573_1197238556,reel,38.2,101,Tuesday,6,19,11,2024,9533,0,False,False,"['모두와나누고싶은맛', '엘피비', '청주카페', '오창카페', '시나몬롤맛집', '포카치아맛집']",32,10,0,1130,0.004405286343612335,DS3,niche_only,morning,False
3596072415438106979_1719682971,reel,27.2,531,Tuesday,12,25,3,2025,55538,0,False,False,[],3,9,123,447,0.00021606438718738184,DS3,none,afternoon,False
