post_id,content_type,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3633361420613980399,Video,765,Thursday,23,15,5,2025,105742,0,True,False,[],5408,93,0.052022356089764805,DS2,none,evening,False
3618362845906043373,Image,387,Friday,6,25,4,2025,7451,20,False,False,"['datesandmemories', 'paperplates', 'tableprops', 'tabledecor', 'tablesetting', 'partysetup', 'partysupplies', 'decoritems', 'decorsupplies', 'propshop', 'decoritems', 'decorshopsiniponri', 'partyplannersoninstagram', 'decoratorsoninstagram', 'disposablepaperplates', 'kidspartysetup', 'kidspartydecor', 'goldpaperplate', 'goldpapercup', 'goldtableware']",13,0,0.0017444981213097155,DS2,niche_only,morning,False
3596253185392599263,Carousel,2201,Tuesday,18,25,3,2025,138886,0,False,False,[],211,2,0.0015336208572436585,DS2,none,evening,False
3622153755057421717,Carousel,261,Wednesday,11,30,4,2025,40554,0,True,False,[],9,0,0.00022192084823079768,DS2,none,morning,False
3665000280632068348,Carousel,989,Saturday,14,28,6,2025,18688,5,False,False,"['kadapapolice', 'appolice', 'roadsafty', 'wearhelmet', 'awareness']",147,0,0.007865589384129701,DS2,niche_only,afternoon,True
3471369487151453091,Carousel,138,Friday,10,4,10,2024,15431,1,True,False,"['ジバンシー', 'givenchy', '秋コスメ', '秋コスメ2024']",183,2,0.011988076723691031,DS2,niche_only,morning,False
3633274663363434128,Image,258,Thursday,20,15,5,2025,8677,0,False,False,"['братисестра', 'детки', 'психология_отношений']",27,3,0.0034570177460244295,DS2,niche_only,evening,False
3681635061389091645,Image,0,Monday,13,21,7,2025,162,0,False,False,[],7,0,0.04294478527607362,DS2,none,afternoon,False
3644350699442266836,Carousel,633,Saturday,3,31,5,2025,735695,4,False,False,"['อีเว้นท์พาสบอกโปร', 'eventpass', 'อีเว้นท์พาส', 'sy_c', 'kex', 'ส่งพัสดุไปต่างประเทศ', 'bts']",173,0,0.00023515147560949088,DS2,niche_only,night,True
2627269630585078876,Image,1547,Tuesday,19,27,7,2021,32854,31,False,False,"['lmsinnenarchitektur', 'wohnsimmerdesign', 'interiordesign', 'innenarchitektur', 'bathroomdesign', 'badezimmerinspiration', 'badezimmer', 'dusche', 'bathroom', 'bathroominspiration', 'inspiration', 'bauherrentipps', 'hausbau', 'hausbau2021', 'bauherren', 'häuslebauer', 'hausbau', 'wohnen', 'einrichtungsideen', 'einrichtungstipps', 'germaninteriorbloggers', 'whiteinterior', 'interior_verbindet', 'interiorinspiration', 'interiordesigner', 'interiorlovers', 'solebich', 'couchmagazin', 'cleanliving', 'scandihome', 'dekoideen']",305,10,0.009587581798812967,DS2,niche_only,evening,False
3582544925456538753,Image,103,Thursday,20,6,3,2025,18908,0,False,False,"['مصورات_القصيم', 'مصورات_عرائس', 'مصورات_زواج', 'الرس', 'بريده', 'عنيزه', 'الرياض']",156,0,0.00825003966365223,DS2,niche_only,evening,False
3643068233817684949,Carousel,263,Thursday,8,29,5,2025,12501,0,False,False,[],11,0,0.0008798592225243961,DS2,none,morning,False
3644115098115237790,Carousel,390,Friday,19,30,5,2025,1590,10,True,False,"['bookedentertainment', 'fantasy', 'bookstagram', 'cosplay', 'characterperformer', 'bookcosplay', 'fantasyball', 'fantasyevent', 'romantasy', 'books']",341,69,0.25769956002514144,DS2,niche_only,evening,False
3339405113959806403,Carousel,2100,Friday,9,5,4,2024,63494,6,False,False,"['erasmusuniversity', 'makingmindsmatter', 'rotterdammakeithappen', 'rotterdam', '010', 'student']",913,14,0.014599574769666904,DS2,niche_only,morning,False
3594682812574550904,Image,410,Sunday,14,23,3,2025,310831,3,True,False,"['policia', 'santafe', 'ellitoral']",151,16,0.0005372677201832501,DS2,niche_only,afternoon,True
3498171529769412949,Reel,327,Sunday,10,10,11,2024,161,8,False,False,"['thekantoexchange', 'pokemontcg', 'gottacatchemall', 'pokemoncollectors', 'kantonotcanto', 'pokémontrading', 'pokémoncommunity', 'pokemon']",48,1,0.30246913580246915,DS2,niche_only,morning,True
3424244064886515726,Image,153,Wednesday,10,31,7,2024,1515,11,False,False,"['dubai', 'dxv', 'instagram', 'instagood', 'india', 'foryou', 'creek', 'trending', 'likes', 'reach', 'mrchikku10']",79,0,0.052110817941952506,DS2,mixed,morning,False
3673635553149198371,Image,194,Thursday,12,10,7,2025,112349,12,True,False,"['success', 'careertips', 'careeradvice', 'career', 'jobhunting', 'jobsearch', 'jobinterview', 'quitting', 'communication', 'leadership', 'leaders', 'worklifebalance']",39,0,0.00034712950600801067,DS2,niche_only,afternoon,False
3601407224204051592,Carousel,1227,Tuesday,21,1,4,2025,13677,7,False,False,"['fundaçãodocâncer', 'câncer', 'cancer', 'sauderj', 'alimentacaosaudavel', 'prevencaodocancer', 'vidasaudavel']",28,0,0.0020470829068577278,DS2,niche_only,evening,False
3726972797516809079,Image,548,Monday,2,22,9,2025,17601,30,False,False,"['mazabappa', 'bappa', 'ganesh', 'ganesha', 'ganpatibappamorya', 'ganpatibappa', 'ganeshchaturthi', 'ganeshutsav', 'ganpati', 'bappamaza', 'bappamorya', 'mazabappa', 'mumbaiganpati', 'morya', 'aaimauli', 'mahalaxmi', 'devi', 'mumbaikar', 'mumbaifood', 'mumbai', 'navimumbai', 'indianphotography', 'indianpictures', 'india', 'photography', 'photooftheday', 'nikon', 'staysafe', 'goodmorning', 'maharashtra']",86,2,0.004999431882740598,DS2,niche_only,night,False
1594592968697579617,Reel,429,Friday,23,1,9,2017,435192,22,True,False,"['delts', 'bis', 'tris', 'functionalflexfriday!', 'functionalflexfitness', 'functionalflex', 'personaltrainer', 'onlinetrainer', 'fitness', 'fitspo', 'fit', 'lasvegas', 'lvac', 'lift', 'shoulders', 'biceps', 'triceps', 'arms', 'gains', 'friday', 'flexfriday', 'gainz']",3365,2,0.007736797237087913,DS2,niche_only,evening,False
3643897199408221298,Image,0,Friday,12,30,5,2025,6333,0,False,False,[],0,0,0.0,DS2,none,afternoon,False
3626280770379204162,Carousel,150,Tuesday,4,6,5,2025,7300,0,False,False,"['民陶祭', '改善点は見直します🙆\u200d♂️']",73,2,0.010272565401999726,DS2,niche_only,night,False
3630278471919936708,Image,126,Sunday,17,11,5,2025,158850,3,True,False,"['stefanzweigtr', 'book', 'kitap']",1203,1,0.007579429780108404,DS2,niche_only,afternoon,True
3603390836856001195,Carousel,2,Friday,14,4,4,2025,57570,0,False,False,[],229,10,0.004151395667957826,DS2,none,afternoon,False
3720229755385181442,Carousel,173,Friday,19,12,9,2025,5121,0,False,False,[],65,10,0.014642717688402968,DS2,none,evening,False
3661483044117644995,Carousel,27,Monday,18,23,6,2025,13132,0,False,False,[],91,0,0.006929109875885174,DS2,none,evening,False
3554516731918919685,Carousel,123,Monday,4,27,1,2025,28770,0,False,False,[],72,5,0.0026763060025720344,DS2,none,night,False
3373485821348044138,Image,1092,Wednesday,9,22,5,2024,1346,12,False,False,"['delhi', 'delhigifts', 'delhiblogger', 'delhigifthampers', 'delhiflorist', 'delhiglowershop', 'gurgaon', 'noida', 'gifts', 'love', 'delhielections', 'delhifood']",14,0,0.010393466963622866,DS2,mixed,morning,False
3764198300895498319,Image,76,Wednesday,11,12,11,2025,13667,0,False,False,[],73,8,0.005926251097453907,DS2,none,morning,False
3727090336209866449,Reel,200,Monday,6,22,9,2025,156692,1,True,False,['dmk4tn'],329,12,0.0021762299528377146,DS2,niche_only,morning,False
3623638649522441216,Carousel,236,Friday,13,2,5,2025,13160,3,False,False,"['simonefollistylist', 'cosmopolitan', 'alexwyse']",296,26,0.024466225970670923,DS2,niche_only,afternoon,False
3435962335067353811,Carousel,304,Friday,14,16,8,2024,138,32,False,False,"['canny', 'chiquita', 'chiki', 'babymonster', 'baemon', 'thai', 'lisa', 'kpop', 'kpopdance', 'kpopedit', 'kpopmemes', 'maknae', 'korea', 'koreafashion', 'koreanstyle', 'thai', 'thailand', 'thaiidol', 'idol', 'rora', 'visual', 'chiquitababymonster', 'chiquita', 'dance', 'rapper', 'beauty', 'fashion', 'koreangirl', 'blackpink', 'monstiez', 'yg', 'chiquita']",2,1,0.02158273381294964,DS2,niche_only,afternoon,False
3643284343000269582,Carousel,82,Thursday,15,29,5,2025,10499,0,False,False,[],41,0,0.003904761904761905,DS2,none,afternoon,False
1714303488136521943,Video,435,Wednesday,4,14,2,2018,5796,34,False,False,"['depressededits', 'depressededit', 'depressionedit', 'depressionedits', 'depressionvideos', 'depressedvideos', 'sadvideo', 'sadvideoedit', 'sadedit', 'sadedits', 'depressed', 'sad', 'sadquote', 'cutting', 'suicide', 'worthless', 'scar', 'scars', 'triggerwarning', 'killme', 'depression', 'edit', 'selfharmmm', 'depression', 'depressed', 'suicidal', 'broken', 'killme', 'alone', 'lonely', 'helpme', 'sad', 'sadness', 'triggerwarning']",167,1,0.02898050715887528,DS2,niche_only,night,False
3636742838323435530,Carousel,117,Tuesday,15,20,5,2025,287826,0,False,False,[],239,4,0.0008442571405740254,DS2,none,afternoon,False
3585158086035611106,Image,88,Monday,10,10,3,2025,27698,0,False,False,[],3,0,0.00010830715910321672,DS2,none,morning,False
3579385892118140066,Carousel,0,Sunday,11,2,3,2025,80246,0,True,False,[],239,5,0.003040612110110035,DS2,none,morning,True
2128824384486434650,Image,264,Monday,2,9,9,2019,3976,4,False,False,"['iamethnicstudies', 'iamethnicstudies', 'indefenseofes', 'savecaethnicstudies']",28,2,0.007543374402816193,DS2,niche_only,night,False
3451190193706545234,Carousel,260,Friday,14,6,9,2024,185893,7,True,False,"['opinailsuki', 'pumpkinspicelatte', 'lattenails', 'coffeeorder', 'nailinspo', 'coffeenails', 'cappuchinonails']",582,13,0.0032007488138401457,DS2,niche_only,afternoon,False
3551025629040740946,Video,197,Wednesday,8,22,1,2025,4962,10,False,False,"['hoorwhiteningcream', 'whiteningbooster', 'dullskinsolution', 'skin', 'skincare', 'beauty', 'acneout', 'acnetreatment', 'lifestyle', 'reelsinstagram']",5,0,0.0010074551682450132,DS2,niche_only,morning,False
3614724945238773426,Image,44,Sunday,6,20,4,2025,14795,2,False,False,"['easter', 'teamnhsg!']",9,0,0.0006082725060827251,DS2,niche_only,morning,True
3496483961143467847,Carousel,211,Friday,2,8,11,2024,68351,0,False,False,"['아기사과즙', '나는사과에오']",73,2,0.0010972612359550563,DS2,niche_only,night,False
3628767204916518772,Carousel,27,Friday,14,9,5,2025,55773,0,False,False,[],521,2,0.009377129128267651,DS2,none,afternoon,False
3410447827843981097,Reel,235,Friday,10,12,7,2024,20726,0,True,False,[],621,21,0.03097409176436532,DS2,none,morning,False
3360607519925708979,Reel,194,Saturday,15,4,5,2024,875,6,False,False,"['maythe4thbewithyou', 'starwars', 'starwarsday', 'maythefourthbewithyou', 'vietnam', 'vietnamwar']",2,0,0.00228310502283105,DS2,niche_only,afternoon,True
3694477294686643962,Image,0,Friday,6,8,8,2025,28625,0,True,False,[],3,0,0.00010479983232026829,DS2,none,morning,False
2908786572545982191,Carousel,1138,Saturday,5,20,8,2022,117616,3,False,False,"['valléelys', 'コーディネート', 'coordinate', 'laforet_h', 'ラフォーレ原宿']",500,6,0.00430209918634211,DS2,niche_only,night,True
2845944816514912164,Carousel,289,Wednesday,12,25,5,2022,46439,0,False,False,[],15,0,0.00032299741602067185,DS2,none,afternoon,False
3441141076381576866,Image,434,Friday,18,23,8,2024,120,23,False,False,"['silk', 'silksarees', 'kanchi', 'kanchipuram', 'kanchivaram', 'kanchicanada', 'purehandloomsaree', 'dharmavaram', 'bridal', 'bridalblouse', 'bridalsarees', 'maggam', 'maggamworkblouse', 'readymade', 'tassels', 'india', 'hyderabad', 'canada', 'usa', 'indiausafamily', 'indocanadafashion', 'indiantraditionalwear', 'slvdesigners']",6,0,0.049586776859504134,DS2,niche_only,evening,False
3584432018239613919,Carousel,516,Sunday,10,9,3,2025,48840,4,False,False,"['ayancık', 'satılık', 'kiralık', 'ayancıkemlak']",477,24,0.010257775229827399,DS2,niche_only,morning,True
3631092885843805524,Image,161,Monday,20,12,5,2025,16230,10,False,False,"['woman', 'infinityfashion', 'infinityfashionshoponline', 'shoponline', 'instafashion', 'instalike', 'infinityfashion', 'shop', 'shoponline', 'spring']",4,0,0.00024644199371572914,DS2,niche_only,evening,False
3611688771074922778,Image,69,Wednesday,1,16,4,2025,10010,0,False,False,[],73,1,0.007391868944161422,DS2,none,night,False
3390471238898353260,Carousel,86,Friday,20,14,6,2024,38,9,False,False,"['rome', 'roma', 'italy', 'italia', 'photo', 'photograph', 'photographs', 'photooftheday', 'photographs']",9,0,0.23076923076923078,DS2,niche_only,evening,False
3575763760163142721,Image,629,Tuesday,11,25,2,2025,5894,2,False,False,"['mirrorsister', 'ถ่ายจากสินค้าจริง', 'งานป้ายmirrorsister', '41019.6']",0,0,0.0,DS2,niche_only,morning,False
3637878572907019916,Carousel,394,Thursday,4,22,5,2025,9939,2,False,False,"['srksameerkhan7', 'srksameerkhan7']",49,0,0.004929577464788733,DS2,niche_only,night,False
3454434451041833224,Image,153,Wednesday,2,11,9,2024,2083041,0,True,False,[],54874,1378,0.02700473634233011,DS2,none,night,False
3728617109070217926,Image,247,Wednesday,9,24,9,2025,3401,1,False,False,['jph_krpasabuy'],1,0,0.00029394473838918284,DS2,niche_only,morning,False
2682918029975264526,Carousel,189,Tuesday,14,12,10,2021,11242,1,False,False,['bukulüpteişvar'],19,0,0.0016899404073645824,DS2,niche_only,afternoon,False
3471445561004950979,Image,316,Friday,13,4,10,2024,88389,8,False,False,"['stockmarketindia', 'trading', 'tradingstrategy', 'stockinmarket', 'marketupdate', 'investment', 'investing', 'trade']",73,0,0.0008258852811404005,DS2,niche_only,afternoon,False
3607735097082174931,Image,19,Thursday,14,10,4,2025,46118,1,False,False,['tor_se_mohabbat🥀✨❤'],1252,13,0.027429042260239813,DS2,niche_only,afternoon,False
3627816091196264632,Carousel,486,Thursday,7,8,5,2025,52802,0,False,False,[],18,5,0.00043558131166789764,DS2,none,morning,False
3655754902194518887,Carousel,14,Sunday,20,15,6,2025,32631,0,False,False,[],58,1,0.0018080411865653346,DS2,none,evening,True
3427352060665274615,Carousel,33,Sunday,17,4,8,2024,838449,0,False,False,[],2191,39,0.002659669628481126,DS2,none,afternoon,True
3645062698183244172,Carousel,576,Sunday,2,1,6,2025,23200,1,False,False,"['모슈', '모슈워터저그', '워터저그', '워터저그추천', '캠핑워터저그', '캠핑용품', '캠핑장비', 'mosh', '캠리크']",73,87,0.006896254471790009,DS2,niche_only,night,True
3455878798219286009,Reel,608,Friday,2,13,9,2024,2184574,0,True,False,[],568,275,0.0003858874151722875,DS2,none,night,False
3670827702289482979,Image,630,Sunday,15,6,7,2025,209560,0,False,False,[],787,8,0.003793644809864431,DS2,none,afternoon,True
3634596554312495881,Carousel,113,Saturday,16,17,5,2025,2620971,1,False,False,['lolababe'],73,4,2.9378413809838486e-05,DS2,niche_only,afternoon,True
3648490918572066993,Image,0,Thursday,20,5,6,2025,31225,0,True,False,[],432,11,0.014186895535771472,DS2,none,evening,False
3631075420058308254,Carousel,113,Monday,19,12,5,2025,60425,1,False,False,['wowsurprises'],73,0,0.0012080892331115744,DS2,niche_only,evening,False
3711174990340340216,Image,182,Sunday,7,31,8,2025,1514,14,False,False,"['lineablusuperstore', 'seguiilcarrello', 'desantis', 'olio', 'oliodisansa', 'oliodesantis', 'offerta', 'prezzibassisempre', 'aversa', 'aversagram', 'aversafood', 'aversacittà', 'agroaversano', 'vieniatrovarci']",2,0,0.0013201320132013201,DS2,niche_only,morning,True
3651560574337919318,Image,160,Tuesday,1,10,6,2025,403311,0,False,False,[],2961,94,0.007574780814853017,DS2,none,night,False
3498925034075616839,Carousel,268,Monday,11,11,11,2024,6700,3,False,False,"['bukitdinding', 'momlife', 'newexperiences']",76,5,0.01208774809729891,DS2,niche_only,morning,False
3792808642295540316,Image,57,Monday,1,22,12,2025,27842,1,True,False,['setforsummer'],4,0,0.00014366268002729592,DS2,niche_only,night,False
3792695912515641901,Reel,87,Sunday,19,21,12,2025,1569879,0,True,False,[],1395,16,0.0008987948123423446,DS2,none,evening,True
3258989370924482197,Video,746,Saturday,10,16,12,2023,68156,28,True,False,"['advent', 'rest', 'babyjesus', 'jesusisthereasonfortheseason', 'waiting', 'journal', 'letgo', 'goalsetting', 'changeyourmorningchangeyourlife', 'vulnerability', '3monthsofservice', 'thrive', 'iinhealthcoach', 'nonnegotiable', 'prayer', 'faithfamilyfitness', 'partyoffive', 'eatsleepmove', 'jesus', 'wisdom', 'shareyourstory', 'faith', 'grace', 'somethinggood', 'presentoverperfect', 'authorsofinstagram', 'wheresmycrown', 'linkinbio']",685,42,0.010666549290608448,DS2,niche_only,morning,True
2409421906276432261,Image,19,Wednesday,5,30,9,2020,2207429,0,True,False,[],10414,54,0.004742166229506711,DS2,none,night,False
3314592266284516976,Image,658,Saturday,3,2,3,2024,738,29,False,False,"['swamiworldtourism', 'pune', 'kashmirtour', 'kashmir', 'summertrip', 'plane', 'shrinagar', 'dallake', 'tourism', 'summervibes', 'tulipsgarden', 'pahalgam', 'deluxhotel', 'tourismofandaman', 'bhunandanvan', 'island', 'destinationhoneymoon', 'tour', 'trip', 'tours', 'traveltours', 'traveltourism', 'traveltheworld', 'traveldiary', 'travelguide', 'travel', 'travelling', 'vacation', 'explore']",1,0,0.0013531799729364006,DS2,mixed,night,True
3416255213231445859,Carousel,126,Saturday,9,20,7,2024,441,10,False,False,"['viral', 'trendingreels', 'sadsongs', 'sad', 'sadedits⚫️', 'phoo', 'photographers', 'photooftheday', 'photogram', 'photography']",47,16,0.1425339366515837,DS2,mixed,morning,True
3601209254364959055,Carousel,125,Tuesday,14,1,4,2025,7371,0,True,False,[],59,3,0.008410200759631037,DS2,none,afternoon,False
2956163582749731275,Image,1182,Monday,14,24,10,2022,277318,1,True,False,['mybhubaneswar'],3069,6,0.011088313458508072,DS2,niche_only,afternoon,False
3579752162994034663,Image,128,Sunday,23,2,3,2025,6585,3,False,False,"['not', 'tax', 'pushstart']",3,0,0.00045551169146674765,DS2,niche_only,evening,True
3162844968769758906,Reel,77,Saturday,18,5,8,2023,396093,0,False,False,[],7758,64,0.0197478376345009,DS2,none,evening,True
3635955045256281934,Image,127,Monday,13,19,5,2025,416750,0,True,False,[],19,0,4.559077242766064e-05,DS2,none,afternoon,False
2610719269288372116,Image,36,Sunday,23,4,7,2021,2082,0,False,False,[],83,4,0.041766682669227076,DS2,none,evening,True
3457798560947570960,Image,432,Sunday,17,15,9,2024,37201,24,True,False,"['art', 'interiorstyle', 'artistsoninstagram', 'modernart', 'hardedgepainting', 'abstract', 'geometry', 'midcenturyinspired', 'contemporarysculpture', 'japandi', 'minimalabstract', 'contemporaryart', 'artistoninstagram', 'scandinaviandesign', 'constructedpainting', 'abstractart', 'geometric', 'shapes', 'interiordesign', 'hardedge', 'geometricart', 'geometricabstraction', 'midcenturymodern', 'hardedgepainting']",152,2,0.004139562389118865,DS2,niche_only,afternoon,True
3028643030748429321,Reel,111,Wednesday,14,1,2,2023,730184,0,True,False,[],1774,6,0.002437738381369105,DS2,none,afternoon,False
3639310852815669965,Image,12,Saturday,4,24,5,2025,2746354,0,True,False,[],34071,310,0.012518774885257005,DS2,none,night,True
3447351717453354554,Image,594,Sunday,7,1,9,2024,1371,27,False,False,"['devak_kalji', 'mumbaicha_utsav', 'mumbaichaganeshotsav', 'india', 'instagram', 'instagood', 'instadaily', 'instalike', 'instamood', 'instaphoto', 'reelitfeelit', 'photography', 'art', 'music', 'photooftheday', 'reels', 'funnyvideos', 'funnyreels', 'reelsindia', 'viralreels', 'bappavideo', 'bappastatus', 'bappalover', 'bappacomingsoon', 'bappareels', 'ganpatiphotography', 'ganpatibappamorya']",125,1,0.09183673469387756,DS2,mixed,morning,True
3424364897759871701,Image,297,Wednesday,14,31,7,2024,1731,27,False,False,"['style', 'follow', 'like', 'fashion', 'instagood', 'photooftheday', 'picoftheday', 'smile', 'girl', 'followme', 'instalike', 'cute', 'instadaily', 'me', 'beautiful', 'food', 'art', 'selfie', 'fun', 'friends', 'look', 'igers', 'happy', 'nature', 'bestoftheday', 'model', 'captionplus']",299,8,0.17725173210161663,DS2,mixed,afternoon,False
3463463239904805609,Carousel,383,Monday,13,23,9,2024,907,11,False,False,"['復古即影即有', '數碼攝影', '拍片現場', '即影即有', '攝影師', '人像攝影', '攝影日常', '拍片日常', '舊式即影即有', '攝錄師', '復古即影即有', '工作紀錄', 'photooftheday', 'mobilephotography', 'photosharingsharedhappiness', 'videoediting', 'kyps生活紀錄', 'photography', 'videooftheday', 'hongkong', 'hk', 'videographer', 'photographer']",4,0,0.004405286343612335,DS2,niche_only,afternoon,False
3662234756515476588,Carousel,364,Tuesday,19,24,6,2025,10381,9,False,False,"['udsalg', 'sommerferie', 'rejse', 'badeleg', 'strand', 'lässig', 'quuttoys', 'duukies', 'elleporte']",11,0,0.0010595261028703525,DS2,niche_only,evening,False
3661313300617035226,Image,228,Monday,12,23,6,2025,25979,16,False,False,"['silver925', 'jools', 'joolsilver', 'jewelry', 'jewellery', 'fashion', 'greekfashion', 'greekbrand', 'style', 'chic', 'bling', 'instalove', 'glam', 'bracelet', 'silverjewelry', 'earringstagram']",203,0,0.007813702848344881,DS2,niche_only,afternoon,False
3683806602331404200,Image,663,Thursday,13,24,7,2025,14379,0,False,False,[],19,1,0.0013908205841446453,DS2,none,afternoon,False
2277772919547594369,Image,293,Wednesday,14,1,4,2020,276670409,0,True,False,[],425076,4021,0.001550932027750998,DS2,none,afternoon,False
3679441357022968063,Image,523,Friday,13,18,7,2025,898,10,False,False,"['longevity', 'ancientroots', 'atharvaveda', 'wisdom', 'biohackinglongevity', 'oasiom', 'healthspan', 'vedicknowledge', 'deepdive', 'community']",28,1,0.03225806451612903,DS2,niche_only,afternoon,False
3576560865639770680,Image,327,Wednesday,14,26,2,2025,913552,10,True,False,"['tecnologia', 'inteligênciaartificial', 'ia', 'dating', 'namoro', 'relações', 'tinder', 'bumble', 'grindr', 'hinge']",1772,48,0.001992221578824655,DS2,niche_only,afternoon,False
3583765542017969388,Image,64,Saturday,12,8,3,2025,97360,0,False,False,[],2375,23,0.02462998531239408,DS2,none,afternoon,True
3400960410645496243,Image,355,Saturday,7,29,6,2024,676,1,False,False,['inspiration'],16,0,0.023633677991137372,DS2,niche_only,morning,True
2045605414956795075,Image,30,Friday,6,17,5,2019,62461,0,False,False,[],325,8,0.005331241394768019,DS2,none,morning,False
3661503557919797742,Image,1229,Monday,19,23,6,2025,61020,15,True,False,"['martinis', 'cocktails', 'nycbar', 'nycdrinks', 'drinks', 'lightbites', 'happyhour', 'happyhournyc', 'brunchideas', 'nycbrunchideas', 'thingstodo', 'asianfusionlongisland', 'longislandhappyhour', 'hicksville', 'hicksvillerestaurant']",19,2,0.00034414381934088267,DS2,niche_only,evening,False
3769737192751102394,Image,99,Thursday,3,20,11,2025,690223,1,True,False,['kimsontan'],45,3,6.95426412295139e-05,DS2,niche_only,night,False
3745708886562247285,Carousel,657,Friday,23,17,10,2025,83532,14,True,False,"['sebraems', 'empreendedorismo', 'somossebrae', 'pequenosnegocios', 'roledasemana', 'curso', 'missão', 'oficina', 'curso', 'rotabioceânica', 'portugal', 'argentina', 'chile', 'paraguai']",43,2,0.0005387092526306968,DS2,niche_only,evening,False
3181927957214818942,Reel,1554,Friday,3,1,9,2023,25534,6,False,False,"['democrats', 'dumbasdoorknobs', 'gullibleashell', 'takingusalldownwiththem', 'americaisgone', 'whendoesthecivilwarstart']",123,11,0.005247699236342275,DS2,niche_only,night,False
3602730146438291771,Carousel,867,Thursday,16,3,4,2025,20451,0,False,False,[],67,7,0.003618228046156855,DS2,none,afternoon,False
3536821945843258727,Carousel,379,Thursday,18,2,1,2025,23326,5,False,False,"['sewingpattern', 'dressdesign', 'fashionsewing', 'sewingaddict', 'outfitinspiration']",135,0,0.005787285120246924,DS2,niche_only,evening,False
3406658510824147478,Carousel,388,Sunday,4,7,7,2024,14890,30,False,False,"['likes', 'like', 'follow', 'likeforlikes', 'love', 'instagood', 'instagram', 'followforfollowback', 'followme', 'photooftheday', 'photography', 'bhfyp', 'instalike', 'l', 'instadaily', 'likeforfollow', 'picoftheday', 'fashion', 'beautiful', 'me', 'followers', 'smile', 'likeforlike', 'myself', 'followback', 'f', 'comment', 'followforfollow', 'likesforlikes', 'art']",510,0,0.03424887515949231,DS2,mixed,night,True
3094360258136013994,Image,415,Wednesday,6,3,5,2023,29714,22,False,False,"['dogsworldplus', 'doggomemes', 'funnydogmemes', 'cutedogs', 'puppyfever', 'funnydogs', 'puppies', 'dogsdoingthings', 'puppielove', 'puppyfever', 'dogmemeofinsta', 'gooddogs', 'dogsarelife', 'pups', 'dogsand', 'puppy8', 'dogsarelife', 'puppylove', 'happypup', 'doggo', 'funnydogvideos', 'dogmemes']",1813,5,0.06118122160524987,DS2,niche_only,morning,False
3650208805925010014,Image,171,Sunday,5,8,6,2025,22525,5,True,False,"['leserbild', 'luzern', 'gaensesaeger', 'luzernerzeitung', 'lz_gram']",141,4,0.0064370061262541065,DS2,niche_only,night,True
3505182449649400776,Carousel,474,Wednesday,2,20,11,2024,127858,3,False,False,"['filmwan', 'filmwanitaahlineraka', 'wanitaahlineraka']",73,0,0.0005709414276664138,DS2,niche_only,night,False
2875025311307192471,Image,423,Monday,15,4,7,2022,1194,28,False,False,"['shalom', 'love', 'tshirt', 'light', 'thankful', 'gratitude', 'fringe', 'hebrew', '111', 'fashion', 'kindness', 'unity', 'sympathy', 'wisdom', 'understanding', 'israel', 'family', 'over', 'everything', 'strength', 'endurance', 'mypeepsbesobeautiful', 'lets', 'endure', 'dna', 'loyalty', 'royalty', 'allpraisestothemosthighgod']",0,1,0.0008368200836820083,DS2,mixed,afternoon,False
3474916257311730964,Carousel,536,Wednesday,8,9,10,2024,1529594,9,True,False,"['couplegoals', 'lehenga', 'varmala', 'candid', 'coupleportrait', 'wedmegood', 'indianbride', 'indianwedding', 'weddings']",3845,21,0.0025274664208499637,DS2,niche_only,morning,False
3603120951287666926,Image,10,Friday,5,4,4,2025,32209,0,False,False,[],47,0,0.0014591741695125738,DS2,none,night,False
3653093496669902989,Image,370,Thursday,4,12,6,2025,4203,6,False,False,"['weddinginspiration', 'weddingphotography', 'ambonlensaphotography', 'weddingphoto', 'nikond850', 'nikonindonesia']",131,3,0.031874405328258804,DS2,niche_only,night,False
3613831526886164727,Image,207,Saturday,0,19,4,2025,4212,0,True,False,[],39,0,0.009257061476382625,DS2,none,night,True
3631538031673974166,Carousel,471,Tuesday,10,13,5,2025,8192,6,False,False,"['carseatbayi', 'carseat', 'carrier', 'spacebabysb1655', 'carrierbayi', 'carseatnewborn']",0,0,0.0,DS2,niche_only,morning,False
3098935057220809813,Video,271,Tuesday,14,9,5,2023,130232,5,True,False,"['travelwithkids', 'kidsluggage', 'kidsreels', 'funnyrweos', 'trendingsongs']",25735,58,0.1980527208925541,DS2,niche_only,afternoon,False
3676477005459330600,Carousel,14,Monday,10,14,7,2025,99040,0,False,False,[],146,4,0.0015145242879211639,DS2,none,morning,False
3633023347929500283,Carousel,40,Thursday,11,15,5,2025,130565,0,True,False,[],717,16,0.005614018963589296,DS2,none,morning,False
3121622407529199583,Image,596,Friday,21,9,6,2023,854,16,False,False,"['one2onediet', 'weightloss', 'dieting', 'weightlossjourney', '121dietbycwp', '121diet', 'lowcaloriediet', 'cwpweightloss', '50daychallenge', 'weightlossaccount', 'healthyeating', 'rapidweightloss', 'weightlossblogger', 'dietcommunity', 'weightlossuk', 'nowornevernow']",2,0,0.0023391812865497076,DS2,niche_only,evening,False
