post_id,content_type,content_category,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,has_call_to_action,like_count,comment_count,share_count,save_count,reach_count,impression_count,engagement_rate,performance_bucket_label,dataset,time_block,is_weekend
IG0006321,image,Fitness,114,Wednesday,15,16,7,2025,31095,6,True,92,3,8,12,2286,3490,0.033,medium,DS1,afternoon,False
IG0006322,image,Beauty,112,Friday,23,20,12,2024,5824,8,False,52,3,1,3,4840,6707,0.0088,low,DS1,evening,False
IG0006323,image,Fitness,111,Monday,23,18,8,2025,6916,7,True,338,8,11,52,5081,5749,0.0711,viral,DS1,evening,False
IG0006324,carousel,Photography,113,Tuesday,0,18,2,2025,3083,4,True,309,4,21,65,5097,6706,0.0595,viral,DS1,night,False
IG0006325,image,Lifestyle,134,Friday,10,15,8,2025,7486,12,False,299,7,14,51,4834,5534,0.067,viral,DS1,morning,False
IG0006326,image,Travel,127,Friday,5,31,1,2025,8167,7,False,389,13,15,68,4892,6697,0.0724,viral,DS1,night,False
IG0006327,image,Music,115,Tuesday,11,13,5,2025,4542,8,False,1200,40,61,188,21118,23251,0.064,viral,DS1,morning,False
IG0006328,carousel,Lifestyle,150,Monday,18,28,7,2025,3551,6,True,60,0,2,9,3349,4899,0.0145,low,DS1,evening,False
IG0006329,reel,Music,110,Sunday,0,14,9,2025,15986,6,True,0,75,90,267,11917,17332,0.0249,medium,DS1,night,True
IG0006330,carousel,Travel,112,Saturday,20,18,10,2025,10018,10,True,96,2,6,15,2220,3192,0.0373,medium,DS1,evening,True
IG0006331,image,Technology,123,Friday,1,29,8,2025,8167,7,False,78,4,3,15,4065,4707,0.0212,low,DS1,night,False
IG0006332,image,Fitness,109,Tuesday,21,22,4,2025,9696,7,False,123,3,4,16,1714,2331,0.0626,viral,DS1,evening,False
IG0006333,carousel,Beauty,131,Thursday,19,14,8,2025,4972,9,True,195,9,9,42,5391,6915,0.0369,low,DS1,evening,False
IG0006334,image,Technology,123,Friday,11,25,4,2025,10034,4,False,127,1,11,22,5914,8760,0.0184,low,DS1,morning,False
IG0006335,reel,Technology,119,Friday,23,29,11,2024,9461,8,True,431,12,0,55,6228,7710,0.0646,viral,DS1,evening,False
IG0006336,image,Comedy,117,Saturday,0,19,4,2025,4972,5,False,125,5,8,12,1956,2382,0.063,viral,DS1,night,True
IG0006337,image,Fashion,112,Thursday,6,21,11,2024,9044,9,False,668,15,33,115,16544,18962,0.0438,high,DS1,morning,False
IG0006338,carousel,Photography,132,Monday,9,3,2,2025,13798,14,True,407,10,17,60,6096,9331,0.0529,high,DS1,morning,False
IG0006339,carousel,Lifestyle,109,Thursday,21,10,4,2025,10739,6,False,386,7,32,51,6909,8445,0.0564,high,DS1,evening,False
IG0006340,carousel,Lifestyle,109,Sunday,15,30,3,2025,9696,8,False,170,4,7,24,4980,7140,0.0287,medium,DS1,afternoon,True
IG0006341,reel,Lifestyle,99,Thursday,14,8,5,2025,5824,8,False,223,5,12,33,4018,6425,0.0425,high,DS1,afternoon,False
IG0006342,reel,Lifestyle,113,Wednesday,8,4,6,2025,5824,5,False,365,10,27,65,5603,8869,0.0527,high,DS1,morning,False
IG0006343,image,Photography,130,Wednesday,13,12,2,2025,15923,8,True,140,2,7,19,2184,2781,0.0604,viral,DS1,afternoon,False
IG0006344,image,Technology,138,Saturday,3,21,12,2024,3551,8,False,409,14,25,57,5153,8133,0.0621,viral,DS1,night,True
IG0006345,image,Photography,116,Monday,5,30,6,2025,15986,3,False,367,11,25,59,7645,9462,0.0488,high,DS1,night,False
IG0006346,image,Lifestyle,116,Wednesday,14,12,2,2025,5824,9,False,60,0,1,11,5425,6785,0.0106,low,DS1,afternoon,False
IG0006347,image,Fashion,112,Thursday,22,9,1,2025,9696,6,False,184,2,14,31,7249,9051,0.0255,medium,DS1,evening,False
IG0006348,image,Food,121,Monday,7,17,3,2025,4972,7,True,272,6,14,40,8086,9137,0.0363,medium,DS1,morning,False
IG0006349,reel,Travel,127,Saturday,9,27,9,2025,15986,6,True,229,3,16,28,5904,8105,0.0341,medium,DS1,morning,True
IG0006350,carousel,Lifestyle,109,Tuesday,6,8,4,2025,9696,9,False,2007,62,87,292,25116,38877,0.063,viral,DS1,morning,False
IG0006351,reel,Beauty,116,Wednesday,22,3,9,2025,4542,8,True,130,4,8,0,4073,6369,0.0223,medium,DS1,evening,False
IG0006352,reel,Food,121,Friday,21,29,8,2025,13798,2,False,150,3,2,27,6452,9226,0.0197,low,DS1,evening,False
IG0006353,carousel,Photography,96,Tuesday,21,14,1,2025,13798,4,True,28,1,1,5,2743,4261,0.0082,low,DS1,evening,False
IG0006354,image,Beauty,144,Tuesday,16,7,1,2025,10739,8,False,205,6,0,37,3814,5379,0.0461,high,DS1,afternoon,False
IG0006355,reel,Beauty,132,Tuesday,12,7,1,2025,9696,7,True,273,6,14,46,11419,17323,0.0196,low,DS1,afternoon,False
IG0006356,carousel,Music,124,Thursday,7,3,4,2025,9461,8,False,328,13,15,47,5017,6414,0.0628,viral,DS1,morning,False
IG0006357,reel,Beauty,105,Thursday,10,1,5,2025,6916,13,True,1107,29,50,149,14244,22760,0.0587,viral,DS1,morning,False
IG0006358,image,Lifestyle,124,Sunday,0,28,9,2025,13798,7,False,50,2,1,10,1864,2730,0.0231,low,DS1,night,True
IG0006359,reel,Music,108,Friday,5,13,12,2024,10739,6,True,1232,42,50,0,29088,35075,0.0377,high,DS1,night,False
IG0006360,carousel,Comedy,136,Monday,5,16,12,2024,31095,12,True,167,1,13,20,6155,8920,0.0225,low,DS1,night,False
IG0006361,image,Technology,116,Saturday,8,4,10,2025,10018,4,False,161,4,6,14,5136,7211,0.0257,medium,DS1,morning,True
IG0006362,image,Beauty,119,Tuesday,1,4,2,2025,10739,5,False,872,33,42,151,16958,20168,0.0544,high,DS1,night,False
IG0006363,image,Fashion,111,Friday,16,4,4,2025,22291,13,True,29,0,1,3,806,1045,0.0316,medium,DS1,afternoon,False
IG0006364,image,Travel,122,Friday,1,7,11,2025,3083,6,False,410,18,24,74,8203,11141,0.0472,high,DS1,night,False
IG0006365,image,Beauty,123,Saturday,21,11,1,2025,22291,7,False,203,10,12,32,10895,15235,0.0169,low,DS1,evening,True
IG0006366,image,Comedy,124,Thursday,6,5,12,2024,5824,3,True,211,4,15,31,2821,3398,0.0768,viral,DS1,morning,False
IG0006367,image,Fitness,123,Tuesday,22,8,7,2025,3551,13,True,70,1,6,9,4615,6093,0.0141,low,DS1,evening,False
IG0006368,image,Photography,123,Monday,18,27,10,2025,4542,9,False,229,6,10,40,3268,3801,0.075,viral,DS1,evening,False
IG0006369,image,Photography,124,Monday,19,23,12,2024,5824,6,False,122,5,9,18,4201,6559,0.0235,low,DS1,evening,False
IG0006370,carousel,Comedy,121,Saturday,2,6,9,2025,9696,7,False,196,8,16,29,3027,4750,0.0524,high,DS1,night,True
IG0006371,image,Fitness,104,Saturday,10,15,3,2025,3083,13,True,225,9,12,30,6016,8451,0.0327,medium,DS1,morning,True
IG0006372,image,Photography,107,Sunday,12,2,11,2025,9044,11,True,337,10,18,44,7976,11321,0.0361,medium,DS1,afternoon,True
IG0006373,reel,Photography,106,Sunday,15,12,1,2025,4542,10,True,654,22,34,91,18508,25521,0.0314,medium,DS1,afternoon,True
IG0006374,carousel,Photography,119,Tuesday,8,4,11,2025,10034,7,True,135,5,5,25,3368,3853,0.0441,high,DS1,morning,False
IG0006375,reel,Comedy,119,Saturday,18,26,4,2025,4972,12,False,131,8,9,18,3350,4352,0.0381,medium,DS1,evening,True
IG0006376,reel,Technology,113,Saturday,11,15,11,2025,9461,10,False,235,7,14,36,3451,5238,0.0557,high,DS1,morning,True
IG0006377,carousel,Travel,127,Monday,15,9,12,2024,3551,8,True,365,7,8,49,5292,6214,0.069,viral,DS1,afternoon,False
IG0006378,image,Comedy,100,Friday,21,4,4,2025,6916,11,True,290,0,11,46,5004,7474,0.0464,high,DS1,evening,False
IG0006379,image,Fitness,106,Thursday,5,13,2,2025,15986,9,False,102,1,3,14,2769,4039,0.0297,medium,DS1,night,False
IG0006380,image,Beauty,123,Monday,4,31,3,2025,10739,11,False,83,1,4,18,3152,4775,0.0222,medium,DS1,night,False
IG0006381,image,Technology,136,Tuesday,4,18,11,2025,3447,9,False,120,1,9,17,1700,2387,0.0616,viral,DS1,night,False
IG0006382,reel,Technology,98,Friday,10,20,6,2025,4542,5,True,40,1,3,9,1025,1533,0.0346,medium,DS1,morning,False
IG0006383,image,Beauty,116,Saturday,13,2,8,2025,9044,12,False,580,20,24,91,7749,11636,0.0614,viral,DS1,afternoon,True
IG0006384,image,Fashion,123,Sunday,23,22,12,2024,8167,9,True,93,2,5,10,1492,2121,0.0519,high,DS1,evening,True
IG0006385,image,Music,119,Saturday,13,17,5,2025,10034,7,False,271,6,14,35,3518,5418,0.0602,viral,DS1,afternoon,True
IG0006386,carousel,Travel,146,Monday,8,4,8,2025,8167,9,True,286,9,12,40,7843,11113,0.0312,medium,DS1,morning,False
IG0006387,image,Travel,130,Sunday,7,27,7,2025,10739,7,False,361,10,22,64,5062,5684,0.0804,viral,DS1,morning,True
IG0006388,reel,Fashion,101,Tuesday,23,22,7,2025,3447,13,False,296,9,14,43,6016,9541,0.0379,high,DS1,evening,False
IG0006389,image,Music,116,Thursday,10,23,1,2025,3447,14,False,164,2,10,31,5281,7495,0.0276,medium,DS1,morning,False
IG0006390,reel,Travel,147,Friday,9,13,12,2024,4542,4,False,855,22,37,149,16246,21458,0.0495,high,DS1,morning,False
IG0006391,carousel,Fitness,119,Wednesday,18,9,7,2025,13798,10,True,308,8,17,38,5749,8600,0.0431,high,DS1,evening,False
IG0006392,carousel,Food,124,Thursday,21,2,10,2025,4972,11,False,132,3,4,21,1994,2739,0.0584,viral,DS1,evening,False
IG0006393,image,Food,119,Monday,20,7,7,2025,7486,7,True,159,4,11,26,5858,7748,0.0258,low,DS1,evening,False
IG0006394,image,Travel,112,Thursday,19,21,11,2024,9696,7,True,140,5,5,18,2677,2977,0.0564,viral,DS1,evening,False
IG0006395,image,Lifestyle,117,Friday,15,23,5,2025,15986,9,False,88,5,1,19,3403,5379,0.021,low,DS1,afternoon,False
IG0006396,carousel,Travel,111,Wednesday,4,15,1,2025,4972,7,True,1894,55,97,261,24239,38475,0.06,viral,DS1,night,False
IG0006397,carousel,Beauty,103,Friday,5,25,4,2025,13798,8,False,316,7,22,54,5402,7951,0.0502,high,DS1,night,False
IG0006398,carousel,Beauty,120,Thursday,10,1,5,2025,22291,2,False,85,4,4,15,6951,8603,0.0126,low,DS1,morning,False
IG0006399,reel,Music,126,Tuesday,10,26,8,2025,4972,3,False,552,17,25,80,10908,14017,0.0481,high,DS1,morning,False
IG0006400,carousel,Photography,98,Saturday,15,28,12,2024,10739,10,False,189,4,6,25,3248,4146,0.054,high,DS1,afternoon,True
IG0006401,image,Technology,130,Wednesday,22,26,2,2025,10018,3,True,657,30,42,87,2989,3764,0.2168,viral,DS1,evening,False
IG0006402,reel,Fitness,113,Monday,7,7,7,2025,6916,5,True,192,7,8,26,15623,24063,0.0097,low,DS1,morning,False
IG0006403,carousel,Fashion,110,Friday,18,3,1,2025,7486,7,True,48,1,6,12,1280,1704,0.0393,medium,DS1,evening,False
IG0006404,carousel,Travel,120,Wednesday,0,30,7,2025,9044,9,False,207,5,7,45,5005,6595,0.04,high,DS1,night,False
IG0006405,reel,Photography,124,Wednesday,20,30,4,2025,10018,6,True,353,15,19,72,11643,15375,0.0299,medium,DS1,evening,False
IG0006406,carousel,Photography,123,Wednesday,8,20,11,2024,22291,7,False,107,3,5,17,3126,3504,0.0377,medium,DS1,morning,False
IG0006407,reel,Fitness,113,Saturday,13,6,9,2025,6916,8,False,117,4,4,0,3031,4463,0.028,medium,DS1,afternoon,True
IG0006408,carousel,Fashion,108,Friday,19,27,6,2025,3083,9,True,211,6,8,0,12075,13347,0.0169,low,DS1,evening,False
IG0006409,carousel,Beauty,131,Sunday,2,19,10,2025,4972,7,False,1088,36,63,161,21697,27191,0.0496,high,DS1,night,True
IG0006410,carousel,Comedy,124,Thursday,4,10,4,2025,6916,10,False,129,1,4,21,3912,4596,0.0337,medium,DS1,night,False
IG0006411,image,Fitness,145,Thursday,1,30,1,2025,5824,7,False,175,3,12,25,4605,6085,0.0353,medium,DS1,night,False
IG0006412,image,Photography,119,Monday,17,10,3,2025,7486,11,False,311,13,19,51,4959,5703,0.0691,viral,DS1,afternoon,False
IG0006413,carousel,Food,110,Sunday,21,10,8,2025,8167,8,False,244,9,15,40,4675,6029,0.0511,high,DS1,evening,True
IG0006414,image,Travel,109,Tuesday,20,25,2,2025,4542,5,True,30,0,1,0,2626,4138,0.0075,low,DS1,evening,False
IG0006415,carousel,Music,113,Saturday,12,23,8,2025,9696,18,False,190,5,9,40,2621,3011,0.081,viral,DS1,afternoon,True
IG0006416,carousel,Food,116,Monday,3,3,3,2025,13798,6,False,101,0,6,12,1325,1909,0.0623,viral,DS1,night,False
IG0006417,carousel,Photography,116,Thursday,16,15,5,2025,31095,8,False,71,2,3,13,1642,2273,0.0392,medium,DS1,afternoon,False
IG0006418,carousel,Technology,124,Tuesday,13,1,7,2025,10739,5,True,26,0,0,7,1747,2305,0.0143,low,DS1,afternoon,False
IG0006419,image,Lifestyle,115,Sunday,11,15,12,2024,22291,14,False,259,2,14,34,11689,13192,0.0234,low,DS1,morning,True
IG0006420,carousel,Fashion,132,Sunday,9,10,8,2025,4542,7,True,305,7,17,45,6434,7527,0.0497,high,DS1,morning,True
IG0006421,carousel,Beauty,142,Tuesday,21,4,11,2025,9461,13,True,152,2,12,19,3922,5261,0.0352,medium,DS1,evening,False
IG0006422,carousel,Travel,133,Thursday,23,29,5,2025,3551,15,True,1076,42,66,146,19770,21848,0.0609,viral,DS1,evening,False
IG0006423,carousel,Music,124,Sunday,14,1,6,2025,15923,9,False,185,3,12,42,4932,7832,0.0309,medium,DS1,afternoon,True
IG0006424,carousel,Comedy,139,Thursday,6,26,12,2024,9696,14,False,47,1,2,12,1360,1876,0.033,medium,DS1,morning,False
IG0006425,carousel,Beauty,136,Monday,2,5,5,2025,10018,9,False,320,13,19,0,6613,7881,0.0447,high,DS1,night,False
IG0006426,image,Travel,125,Thursday,19,28,8,2025,3083,12,False,42,3,1,6,3224,4166,0.0125,low,DS1,evening,False
IG0006427,carousel,Comedy,114,Thursday,10,26,6,2025,4542,12,True,253,1,14,38,4108,4679,0.0654,viral,DS1,morning,False
IG0006428,carousel,Music,119,Saturday,12,1,3,2025,3551,6,False,723,18,36,102,3815,4282,0.2053,viral,DS1,afternoon,True
IG0006429,carousel,Photography,109,Tuesday,20,4,11,2025,15923,8,False,825,25,41,0,11394,14515,0.0614,viral,DS1,evening,False
IG0006430,image,Lifestyle,116,Friday,2,4,4,2025,10034,9,False,251,5,12,37,4279,4825,0.0632,viral,DS1,night,False
IG0006431,image,Food,104,Wednesday,12,20,11,2024,4972,10,False,16,0,2,2,1172,1320,0.0152,low,DS1,afternoon,False
IG0006432,carousel,Food,118,Monday,7,30,6,2025,15923,12,False,241,9,13,40,3603,4561,0.0664,viral,DS1,morning,False
IG0006433,image,Photography,129,Friday,8,10,1,2025,6916,1,False,68,1,6,0,2053,2275,0.033,medium,DS1,morning,False
IG0006434,reel,Beauty,112,Saturday,6,6,9,2025,4972,8,False,81,4,5,12,2247,2726,0.0374,medium,DS1,morning,True
IG0006435,reel,Photography,102,Monday,7,1,9,2025,3551,9,False,0,13,10,60,4711,7471,0.0111,viral,DS1,morning,False
IG0006436,reel,Photography,130,Wednesday,13,16,4,2025,22291,4,False,572,18,0,92,13338,19251,0.0354,medium,DS1,afternoon,False
IG0006437,image,Travel,120,Monday,17,15,9,2025,15923,6,False,89,4,1,8,2419,3556,0.0287,medium,DS1,afternoon,False
IG0006438,reel,Travel,112,Sunday,9,29,12,2024,15986,6,False,385,10,15,51,7014,8609,0.0535,high,DS1,morning,True
IG0006439,image,Music,117,Wednesday,2,9,7,2025,8167,7,False,4092,108,264,624,20951,30439,0.1672,high,DS1,night,False
IG0006440,image,Lifestyle,122,Thursday,15,21,8,2025,8167,16,False,142,5,6,16,5514,7320,0.0231,low,DS1,afternoon,False
IG0006441,reel,Travel,108,Monday,14,6,10,2025,15986,10,False,122,4,6,25,3933,6061,0.0259,medium,DS1,afternoon,False
IG0006442,image,Music,129,Saturday,12,12,4,2025,9696,8,True,162,1,12,25,2401,2658,0.0752,viral,DS1,afternoon,True
IG0006443,image,Technology,133,Sunday,3,2,2,2025,3447,9,False,225,8,9,33,4277,6782,0.0405,high,DS1,night,True
IG0006444,reel,Photography,129,Saturday,15,3,5,2025,9044,10,True,503,11,21,77,6566,8579,0.0713,viral,DS1,afternoon,True
IG0006445,reel,Photography,120,Friday,17,30,5,2025,22291,14,False,21,1,1,3,1651,2009,0.0129,low,DS1,afternoon,False
IG0006446,carousel,Beauty,130,Monday,18,23,12,2024,15923,5,True,399,9,15,58,5731,8027,0.0599,viral,DS1,evening,False
IG0006447,carousel,Technology,126,Sunday,23,13,7,2025,9696,12,False,46,1,1,11,4516,5727,0.0103,low,DS1,evening,True
IG0006448,carousel,Beauty,129,Monday,15,28,4,2025,8167,14,False,554,0,21,70,9509,10703,0.0603,viral,DS1,afternoon,False
IG0006449,image,Comedy,114,Thursday,11,17,7,2025,5824,9,False,65,1,5,12,3124,4189,0.0198,low,DS1,morning,False
IG0006450,image,Music,122,Wednesday,22,7,5,2025,8167,4,False,276,12,19,52,3520,5245,0.0684,viral,DS1,evening,False
IG0006451,carousel,Music,130,Wednesday,21,1,10,2025,4972,9,False,828,24,36,135,16431,25985,0.0394,high,DS1,evening,False
IG0006452,reel,Photography,123,Tuesday,21,3,6,2025,9696,7,False,835,25,40,122,20481,30753,0.0332,medium,DS1,evening,False
IG0006453,reel,Fitness,127,Wednesday,1,11,12,2024,13798,11,False,106,1,6,18,3186,3948,0.0332,medium,DS1,night,False
IG0006454,carousel,Comedy,138,Wednesday,7,23,4,2025,4972,7,False,507,12,27,70,6853,7681,0.0802,viral,DS1,morning,False
IG0006455,reel,Music,108,Thursday,10,5,12,2024,10018,9,False,144,4,7,22,5225,7012,0.0252,medium,DS1,morning,False
IG0006456,carousel,Travel,115,Monday,11,7,4,2025,15923,9,False,428,8,22,57,7974,11750,0.0438,high,DS1,morning,False
IG0006457,reel,Photography,96,Sunday,5,29,12,2024,7486,9,False,72,3,1,17,2635,3700,0.0251,medium,DS1,night,True
IG0006458,carousel,Beauty,120,Saturday,15,28,12,2024,7486,6,False,548,18,30,96,9067,11095,0.0624,high,DS1,afternoon,True
IG0006459,image,Technology,138,Friday,4,11,4,2025,15923,10,False,182,0,5,32,3081,4731,0.0463,high,DS1,night,False
IG0006460,reel,Beauty,110,Monday,9,31,3,2025,13798,8,False,319,6,14,36,9616,12338,0.0304,medium,DS1,morning,False
IG0006461,reel,Food,140,Sunday,4,15,6,2025,4972,8,False,308,11,17,51,7235,8134,0.0476,high,DS1,night,True
IG0006462,carousel,Fitness,111,Monday,17,20,1,2025,13798,10,False,173,9,8,29,3113,3570,0.0613,viral,DS1,afternoon,False
IG0006463,carousel,Music,131,Saturday,1,8,3,2025,31095,6,False,698,20,39,114,10815,15600,0.0558,viral,DS1,night,True
IG0006464,reel,Lifestyle,113,Wednesday,13,20,11,2024,8167,6,False,96,4,4,23,2461,3238,0.0392,medium,DS1,afternoon,False
IG0006465,carousel,Fashion,126,Sunday,22,5,10,2025,9696,5,False,349,11,9,53,9665,14377,0.0294,medium,DS1,evening,True
IG0006466,image,Fitness,119,Friday,20,17,10,2025,10739,10,False,246,8,12,43,3218,3715,0.0832,viral,DS1,evening,False
IG0006467,reel,Photography,110,Friday,6,10,10,2025,8167,10,False,350,4,19,47,8551,11791,0.0356,medium,DS1,morning,False
IG0006468,carousel,Music,107,Tuesday,7,7,1,2025,15923,5,False,98,5,6,14,3248,4278,0.0288,medium,DS1,morning,False
IG0006469,image,Technology,103,Sunday,3,16,11,2025,7486,5,False,172,2,18,21,5475,7072,0.0301,medium,DS1,night,True
IG0006470,image,Music,107,Monday,4,14,7,2025,10739,11,True,81,7,7,18,7665,9955,0.0114,low,DS1,night,False
IG0006471,image,Fashion,112,Monday,16,16,6,2025,5824,9,False,340,12,12,42,4812,6595,0.0616,viral,DS1,afternoon,False
IG0006472,image,Technology,110,Wednesday,5,12,2,2025,3447,8,False,180,9,9,23,3161,3991,0.0554,high,DS1,night,False
IG0006473,image,Beauty,101,Sunday,0,11,5,2025,5824,10,True,73,2,0,12,3157,3727,0.0233,medium,DS1,night,True
IG0006474,image,Technology,130,Sunday,2,10,8,2025,7486,8,True,1395,46,65,237,17574,27122,0.0643,viral,DS1,night,True
IG0006475,image,Fitness,124,Tuesday,9,20,5,2025,3083,10,False,122,4,5,24,1753,2742,0.0565,high,DS1,morning,False
IG0006476,image,Beauty,114,Saturday,12,18,10,2025,4972,5,True,496,19,23,79,8983,11660,0.0529,high,DS1,afternoon,True
IG0006477,carousel,Music,106,Monday,18,6,1,2025,4972,8,False,149,3,5,29,3624,5360,0.0347,medium,DS1,evening,False
IG0006478,carousel,Photography,140,Monday,13,5,5,2025,31095,8,False,81,1,6,13,2494,3850,0.0262,low,DS1,afternoon,False
IG0006479,image,Comedy,129,Sunday,22,3,8,2025,31095,10,False,159,6,3,34,6492,9905,0.0204,low,DS1,evening,True
IG0006480,reel,Photography,152,Friday,10,4,4,2025,3447,9,False,135,7,6,21,3460,5232,0.0323,medium,DS1,morning,False
IG0006481,carousel,Music,135,Saturday,17,20,9,2025,5824,7,False,559,14,30,86,7192,9016,0.0764,viral,DS1,afternoon,True
IG0006482,image,Fashion,123,Tuesday,10,17,12,2024,13798,11,True,1047,24,54,144,4840,7509,0.169,viral,DS1,morning,False
IG0006483,image,Comedy,113,Friday,14,27,12,2024,3551,11,False,340,9,18,39,4786,7232,0.0561,high,DS1,afternoon,False
IG0006484,image,Music,108,Saturday,3,17,5,2025,13798,9,True,186,6,4,0,10318,14655,0.0134,low,DS1,night,True
IG0006485,image,Lifestyle,110,Sunday,10,17,8,2025,4972,7,False,60,2,4,9,4825,7209,0.0104,low,DS1,morning,True
IG0006486,carousel,Fitness,115,Wednesday,5,23,4,2025,22291,6,True,53,3,3,6,2708,3343,0.0194,low,DS1,night,False
IG0006487,image,Lifestyle,117,Monday,21,17,11,2025,22291,10,False,990,32,47,143,24707,27189,0.0446,high,DS1,evening,False
IG0006488,image,Beauty,125,Wednesday,17,25,12,2024,10739,6,True,396,13,22,51,11595,13624,0.0354,medium,DS1,afternoon,False
IG0006489,image,Food,128,Thursday,11,26,12,2024,4542,6,False,42,2,2,11,2401,3337,0.0171,low,DS1,morning,False
IG0006490,image,Music,118,Thursday,15,24,4,2025,4542,6,True,250,11,11,0,5161,7935,0.0343,medium,DS1,afternoon,False
IG0006491,image,Travel,112,Tuesday,19,8,4,2025,6916,6,False,34,1,0,0,1320,1728,0.0203,low,DS1,evening,False
IG0006492,carousel,Travel,114,Wednesday,15,18,6,2025,5824,8,True,44,1,1,5,3168,4645,0.011,low,DS1,afternoon,False
IG0006493,image,Technology,119,Wednesday,17,9,4,2025,3551,7,True,321,9,20,50,4072,5545,0.0721,viral,DS1,afternoon,False
IG0006494,reel,Photography,130,Monday,13,15,9,2025,10739,8,False,212,5,12,36,3730,5471,0.0484,high,DS1,afternoon,False
IG0006495,image,Photography,128,Friday,16,25,7,2025,4542,8,False,473,14,25,71,7685,11350,0.0514,high,DS1,afternoon,False
IG0006496,carousel,Photography,127,Thursday,14,23,1,2025,4542,11,True,143,7,11,20,2342,3644,0.0497,high,DS1,afternoon,False
IG0006497,carousel,Lifestyle,112,Wednesday,9,4,12,2024,10034,7,False,213,7,15,21,7125,9783,0.0262,medium,DS1,morning,False
IG0006498,image,Fitness,128,Thursday,6,26,6,2025,3447,6,True,128,5,4,15,3090,4923,0.0309,medium,DS1,morning,False
IG0006499,reel,Music,99,Monday,4,3,3,2025,15986,6,True,283,7,0,35,5368,6676,0.0487,high,DS1,night,False
IG0006500,reel,Fashion,122,Wednesday,10,19,3,2025,9461,5,False,68,5,3,5,2122,3119,0.026,medium,DS1,morning,False
IG0006501,image,Technology,99,Monday,20,19,5,2025,15923,7,False,105,3,4,21,3857,5226,0.0254,medium,DS1,evening,False
IG0006502,reel,Beauty,144,Friday,2,11,7,2025,3551,12,False,950,28,38,151,13318,20493,0.0569,viral,DS1,night,False
IG0006503,image,Comedy,123,Tuesday,16,28,1,2025,3083,10,True,28,2,0,7,1464,1652,0.0224,low,DS1,afternoon,False
IG0006504,image,Beauty,114,Saturday,18,31,5,2025,15923,7,False,251,3,14,39,4096,5075,0.0605,viral,DS1,evening,True
IG0006505,image,Music,141,Wednesday,8,7,5,2025,6916,6,False,294,11,18,56,5378,7555,0.0502,high,DS1,morning,False
IG0006506,image,Food,107,Monday,3,5,5,2025,15923,9,False,185,6,7,27,2553,2943,0.0765,viral,DS1,night,False
IG0006507,image,Photography,126,Wednesday,14,20,8,2025,10739,6,True,0,61,75,260,23733,30216,0.0131,viral,DS1,afternoon,False
IG0006508,image,Comedy,98,Saturday,20,14,12,2024,31095,12,True,56,2,5,7,2420,3125,0.0224,low,DS1,evening,True
IG0006509,carousel,Lifestyle,94,Monday,21,27,10,2025,15986,13,False,105,0,0,12,1577,1931,0.0606,low,DS1,evening,False
IG0006510,image,Music,105,Tuesday,8,15,7,2025,10034,7,False,100,1,1,12,7930,10803,0.0106,low,DS1,morning,False
IG0006511,reel,Food,145,Thursday,20,20,3,2025,9044,3,True,115,3,5,9,1781,2750,0.048,high,DS1,evening,False
IG0006512,reel,Lifestyle,130,Monday,15,7,7,2025,3447,8,True,88,5,2,16,3714,4374,0.0254,low,DS1,afternoon,False
IG0006513,carousel,Food,118,Sunday,22,19,1,2025,4972,3,False,0,3,8,28,6813,10241,0.0038,low,DS1,evening,True
IG0006514,image,Photography,127,Tuesday,16,4,3,2025,7486,7,False,402,10,24,60,6217,9833,0.0504,high,DS1,afternoon,False
IG0006515,carousel,Lifestyle,99,Friday,17,19,9,2025,9461,11,False,328,12,14,59,25485,35392,0.0117,low,DS1,afternoon,False
IG0006516,reel,Fitness,143,Saturday,4,6,9,2025,5824,5,True,691,22,38,0,10531,15387,0.0488,high,DS1,night,True
IG0006517,reel,Travel,127,Monday,4,17,2,2025,3083,8,False,389,13,20,60,5329,8322,0.0579,viral,DS1,night,False
IG0006518,carousel,Beauty,115,Sunday,8,5,1,2025,9461,9,False,279,10,9,45,4133,4877,0.0703,viral,DS1,morning,True
IG0006519,image,Fitness,127,Friday,22,8,8,2025,9044,8,False,111,5,2,9,2422,2739,0.0464,high,DS1,evening,False
IG0006520,carousel,Comedy,98,Wednesday,9,15,10,2025,15923,13,True,118,3,10,18,2054,2688,0.0554,high,DS1,morning,False
IG0006521,carousel,Technology,145,Saturday,22,8,11,2025,4972,11,True,237,4,11,32,8158,10550,0.0269,medium,DS1,evening,True
IG0006522,image,Travel,114,Friday,21,6,12,2024,13798,9,False,142,4,11,16,3943,4763,0.0363,medium,DS1,evening,False
IG0006523,carousel,Fitness,109,Sunday,21,12,10,2025,4542,7,False,179,6,7,33,5373,7009,0.0321,medium,DS1,evening,True
IG0006524,carousel,Music,114,Monday,12,31,3,2025,10034,5,False,150,5,5,15,7762,12313,0.0142,low,DS1,afternoon,False
IG0006525,carousel,Food,124,Saturday,16,17,5,2025,9461,9,False,91,3,2,16,4772,7303,0.0153,low,DS1,afternoon,True
IG0006526,carousel,Comedy,134,Wednesday,12,1,1,2025,3551,11,False,574,18,27,71,12540,16828,0.041,medium,DS1,afternoon,False
